block,representation,profile,concentration,estimator,a0
feature_block_1,intervals_n48_d6_o0,kappa_2,2.0,fourier_M8,-0.016473142003484192
feature_block_1,intervals_n48_d6_o0,kappa_2,2.0,fourier_M12,-0.023507277710263043
feature_block_1,intervals_n48_d6_o0,kappa_2,2.0,unweighted_mean_g,-0.013888888888888878
feature_block_1,intervals_n48_d6_o0,kappa_2,2.0,density_weighted_mean_g,-0.02042631739061273
feature_block_1,intervals_n48_d6_o0,kappa_2,2.0,mirror_even_mean_g,-0.013888888888888881
feature_block_1,intervals_n48_d6_o0,kappa_6,6.0,fourier_M2,-0.212935725272916
feature_block_1,intervals_n48_d6_o0,kappa_6,6.0,fourier_M4,-0.22500829458048446
feature_block_1,intervals_n48_d6_o0,kappa_6,6.0,fourier_M6,-0.2281103103481679
feature_block_1,intervals_n48_d6_o0,kappa_6,6.0,fourier_M8,-0.23141765165792344
feature_block_1,intervals_n48_d6_o0,kappa_6,6.0,fourier_M12,-0.24794504478271673
feature_block_1,intervals_n48_d6_o0,kappa_6,6.0,unweighted_mean_g,-0.21296296296296297
feature_block_1,intervals_n48_d6_o0,kappa_6,6.0,density_weighted_mean_g,-0.2355380768238838
feature_block_1,intervals_n48_d6_o0,kappa_6,6.0,mirror_even_mean_g,-0.21296296296296297
feature_block_1,intervals_n48_d6_o0,kappa_9,9.0,fourier_M2,-0.25913727452577395
feature_block_1,intervals_n48_d6_o0,kappa_9,9.0,fourier_M4,-0.2683144152471215
feature_block_1,intervals_n48_d6_o0,kappa_9,9.0,fourier_M6,-0.27318894745236805
feature_block_1,intervals_n48_d6_o0,kappa_9,9.0,fourier_M8,-0.27700806052081633
feature_block_1,intervals_n48_d6_o0,kappa_9,9.0,fourier_M12,-0.28103834637839276
feature_block_1,intervals_n48_d6_o0,kappa_9,9.0,unweighted_mean_g,-0.25925925925925924
feature_block_1,intervals_n48_d6_o0,kappa_9,9.0,density_weighted_mean_g,-0.27530228733320455
feature_block_1,intervals_n48_d6_o0,kappa_9,9.0,mirror_even_mean_g,-0.2592592592592593
feature_block_1,intervals_n48_d6_o0,kappa_12,12.0,fourier_M2,-0.30568540156179735
feature_block_1,intervals_n48_d6_o0,kappa_12,12.0,fourier_M4,-0.31547401448791806
feature_block_1,intervals_n48_d6_o0,kappa_12,12.0,fourier_M6,-0.3202669186612178
feature_block_1,intervals_n48_d6_o0,kappa_12,12.0,fourier_M8,-0.32121564579759665
feature_block_1,intervals_n48_d6_o0,kappa_12,12.0,fourier_M12,-0.3251310270241985
feature_block_1,intervals_n48_d6_o0,kappa_12,12.0,unweighted_mean_g,-0.3055555555555556
feature_block_1,intervals_n48_d6_o0,kappa_12,12.0,density_weighted_mean_g,-0.32102925035027036
feature_block_1,intervals_n48_d6_o0,kappa_12,12.0,mirror_even_mean_g,-0.3055555555555556
feature_block_1,centers_n24_d6_o0,kappa_2,2.0,fourier_M2,-0.26656194996400295
feature_block_1,centers_n24_d6_o0,kappa_2,2.0,fourier_M4,-0.2615911894452207
feature_block_1,centers_n24_d6_o0,kappa_2,2.0,fourier_M6,-0.26204098047282454
feature_block_1,centers_n24_d6_o0,kappa_2,2.0,fourier_M8,-0.2565365953953895
feature_block_1,centers_n24_d6_o0,kappa_2,2.0,fourier_M12,-0.2419334174269498
feature_block_1,centers_n24_d6_o0,kappa_2,2.0,unweighted_mean_g,-0.2685185185185185
feature_block_1,centers_n24_d6_o0,kappa_2,2.0,density_weighted_mean_g,-0.25748431378327685
feature_block_1,centers_n24_d6_o0,kappa_2,2.0,mirror_even_mean_g,-0.26851851851851855
feature_block_1,centers_n24_d6_o0,kappa_6,6.0,fourier_M2,-0.311666751265165
feature_block_1,centers_n24_d6_o0,kappa_6,6.0,fourier_M4,-0.29186770471034296
feature_block_1,centers_n24_d6_o0,kappa_6,6.0,fourier_M6,-0.2952568139989371
feature_block_1,centers_n24_d6_o0,kappa_6,6.0,fourier_M8,-0.2920319379185218
feature_block_1,centers_n24_d6_o0,kappa_6,6.0,fourier_M12,-0.3261204907214419
feature_block_1,centers_n24_d6_o0,kappa_6,6.0,unweighted_mean_g,-0.3148148148148148
feature_block_1,centers_n24_d6_o0,kappa_6,6.0,density_weighted_mean_g,-0.304046258073701
feature_block_1,centers_n24_d6_o0,kappa_6,6.0,mirror_even_mean_g,-0.3148148148148148
feature_block_1,centers_n24_d6_o0,kappa_9,9.0,fourier_M2,-0.20152414986657874
feature_block_1,centers_n24_d6_o0,kappa_9,9.0,fourier_M4,-0.20282852985448788
feature_block_1,centers_n24_d6_o0,kappa_9,9.0,fourier_M6,-0.20757919398010521
feature_block_1,centers_n24_d6_o0,kappa_9,9.0,fourier_M8,-0.19306431749121788
feature_block_1,centers_n24_d6_o0,kappa_9,9.0,fourier_M12,-0.19234295378294036
feature_block_1,centers_n24_d6_o0,kappa_9,9.0,unweighted_mean_g,-0.2037037037037037
feature_block_1,centers_n24_d6_o0,kappa_9,9.0,density_weighted_mean_g,-0.19188512297554305
feature_block_1,centers_n24_d6_o0,kappa_9,9.0,mirror_even_mean_g,-0.20370370370370375
feature_block_1,centers_n24_d6_o0,kappa_12,12.0,fourier_M2,-0.3123281390639886
feature_block_1,centers_n24_d6_o0,kappa_12,12.0,fourier_M4,-0.31664140120957707
feature_block_1,centers_n24_d6_o0,kappa_12,12.0,fourier_M6,-0.32079810684330967
feature_block_1,centers_n24_d6_o0,kappa_12,12.0,fourier_M8,-0.319558360683154
feature_block_1,centers_n24_d6_o0,kappa_12,12.0,fourier_M12,-0.29324181306832253
feature_block_1,centers_n24_d6_o0,kappa_12,12.0,unweighted_mean_g,-0.31018518518518523
feature_block_1,centers_n24_d6_o0,kappa_12,12.0,density_weighted_mean_g,-0.30712451308010996
feature_block_1,centers_n24_d6_o0,kappa_12,12.0,mirror_even_mean_g,-0.31018518518518523
feature_block_1,centers_n24_d6_o0.125,kappa_2,2.0,fourier_M2,-0.2709585960345852
feature_block_1,centers_n24_d6_o0.125,kappa_2,2.0,fourier_M4,-0.2656531889888055
feature_block_1,centers_n24_d6_o0.125,kappa_2,2.0,fourier_M6,-0.26644835283454116
feature_block_1,centers_n24_d6_o0.125,kappa_2,2.0,fourier_M8,-0.2863458336944359
feature_block_1,centers_n24_d6_o0.125,kappa_2,2.0,fourier_M12,-0.29321579000320763
feature_block_1,centers_n24_d6_o0.125,kappa_2,2.0,unweighted_mean_g,-0.27314814814814814
feature_block_1,centers_n24_d6_o0.125,kappa_2,2.0,density_weighted_mean_g,-0.27840479773740934
feature_block_1,centers_n24_d6_o0.125,kappa_2,2.0,mirror_even_mean_g,-0.27314814814814814
feature_block_1,centers_n24_d6_o0.125,kappa_6,6.0,fourier_M2,-0.4672852017096079
feature_block_1,centers_n24_d6_o0.125,kappa_6,6.0,fourier_M4,-0.46784212146531523
feature_block_1,centers_n24_d6_o0.125,kappa_6,6.0,fourier_M6,-0.46785024622561755
feature_block_1,centers_n24_d6_o0.125,kappa_6,6.0,fourier_M8,-0.4830611365235536
feature_block_1,centers_n24_d6_o0.125,kappa_6,6.0,fourier_M12,-0.4959370333047933
feature_block_1,centers_n24_d6_o0.125,kappa_6,6.0,unweighted_mean_g,-0.4722222222222222
feature_block_1,centers_n24_d6_o0.125,kappa_6,6.0,density_weighted_mean_g,-0.4847026767548099
feature_block_1,centers_n24_d6_o0.125,kappa_6,6.0,mirror_even_mean_g,-0.4722222222222221
feature_block_1,centers_n24_d6_o0.125,kappa_9,9.0,fourier_M2,-0.28558490802133013
feature_block_1,centers_n24_d6_o0.125,kappa_9,9.0,fourier_M4,-0.28206412142215465
feature_block_1,centers_n24_d6_o0.125,kappa_9,9.0,fourier_M6,-0.2810079360134184
feature_block_1,centers_n24_d6_o0.125,kappa_9,9.0,fourier_M8,-0.28870218718233553
feature_block_1,centers_n24_d6_o0.125,kappa_9,9.0,fourier_M12,-0.309055593863633
feature_block_1,centers_n24_d6_o0.125,kappa_9,9.0,unweighted_mean_g,-0.28703703703703703
feature_block_1,centers_n24_d6_o0.125,kappa_9,9.0,density_weighted_mean_g,-0.29995668964780736
feature_block_1,centers_n24_d6_o0.125,kappa_9,9.0,mirror_even_mean_g,-0.28703703703703703
feature_block_1,centers_n24_d6_o0.125,kappa_12,12.0,fourier_M2,-0.346611865722536
feature_block_1,centers_n24_d6_o0.125,kappa_12,12.0,fourier_M4,-0.3569333567888865
feature_block_1,centers_n24_d6_o0.125,kappa_12,12.0,fourier_M6,-0.3647584756814969
feature_block_1,centers_n24_d6_o0.125,kappa_12,12.0,fourier_M8,-0.3751038049548002
feature_block_1,centers_n24_d6_o0.125,kappa_12,12.0,fourier_M12,-0.39615777083999953
feature_block_1,centers_n24_d6_o0.125,kappa_12,12.0,unweighted_mean_g,-0.3472222222222222
feature_block_1,centers_n24_d6_o0.125,kappa_12,12.0,density_weighted_mean_g,-0.383080350912894
feature_block_1,centers_n24_d6_o0.125,kappa_12,12.0,mirror_even_mean_g,-0.34722222222222227
feature_block_1,centers_n24_d6_o0.25,kappa_2,2.0,fourier_M2,-0.5160392393908263
feature_block_1,centers_n24_d6_o0.25,kappa_2,2.0,fourier_M4,-0.539884429307957
feature_block_1,centers_n24_d6_o0.25,kappa_2,2.0,fourier_M6,-0.5371182663889629
feature_block_1,centers_n24_d6_o0.25,kappa_2,2.0,fourier_M8,-0.5338263710265807
feature_block_1,centers_n24_d6_o0.25,kappa_2,2.0,fourier_M12,-0.5263344625874924
feature_block_1,centers_n24_d6_o0.25,kappa_2,2.0,unweighted_mean_g,-0.5185185185185186
feature_block_1,centers_n24_d6_o0.25,kappa_2,2.0,density_weighted_mean_g,-0.5335459016736783
feature_block_1,centers_n24_d6_o0.25,kappa_2,2.0,mirror_even_mean_g,-0.5185185185185186
feature_block_1,centers_n24_d6_o0.25,kappa_6,6.0,fourier_M2,-0.39078598112909557
feature_block_1,centers_n24_d6_o0.25,kappa_6,6.0,fourier_M4,-0.3972653329662879
feature_block_1,centers_n24_d6_o0.25,kappa_6,6.0,fourier_M6,-0.39415842993576666
feature_block_1,centers_n24_d6_o0.25,kappa_6,6.0,fourier_M8,-0.40522549378022554
feature_block_1,centers_n24_d6_o0.25,kappa_6,6.0,fourier_M12,-0.41270931220737295
feature_block_1,centers_n24_d6_o0.25,kappa_6,6.0,unweighted_mean_g,-0.39351851851851855
feature_block_1,centers_n24_d6_o0.25,kappa_6,6.0,density_weighted_mean_g,-0.407072001258061
feature_block_1,centers_n24_d6_o0.25,kappa_6,6.0,mirror_even_mean_g,-0.39351851851851843
feature_block_1,centers_n24_d6_o0.25,kappa_9,9.0,fourier_M2,-0.32304636266249454
feature_block_1,centers_n24_d6_o0.25,kappa_9,9.0,fourier_M4,-0.3310883860671415
feature_block_1,centers_n24_d6_o0.25,kappa_9,9.0,fourier_M6,-0.3305099386941166
feature_block_1,centers_n24_d6_o0.25,kappa_9,9.0,fourier_M8,-0.3184151636326435
feature_block_1,centers_n24_d6_o0.25,kappa_9,9.0,fourier_M12,-0.30780091821054
feature_block_1,centers_n24_d6_o0.25,kappa_9,9.0,unweighted_mean_g,-0.32407407407407407
feature_block_1,centers_n24_d6_o0.25,kappa_9,9.0,density_weighted_mean_g,-0.3197245379998968
feature_block_1,centers_n24_d6_o0.25,kappa_9,9.0,mirror_even_mean_g,-0.3240740740740741
feature_block_1,centers_n24_d6_o0.25,kappa_12,12.0,fourier_M2,-0.34320523701755756
feature_block_1,centers_n24_d6_o0.25,kappa_12,12.0,fourier_M4,-0.3499714219453678
feature_block_1,centers_n24_d6_o0.25,kappa_12,12.0,fourier_M6,-0.3491516342249963
feature_block_1,centers_n24_d6_o0.25,kappa_12,12.0,fourier_M8,-0.35924177806651025
feature_block_1,centers_n24_d6_o0.25,kappa_12,12.0,fourier_M12,-0.36197488669427846
feature_block_1,centers_n24_d6_o0.25,kappa_12,12.0,unweighted_mean_g,-0.3425925925925926
feature_block_1,centers_n24_d6_o0.25,kappa_12,12.0,density_weighted_mean_g,-0.36223906712130954
feature_block_1,centers_n24_d6_o0.25,kappa_12,12.0,mirror_even_mean_g,-0.34259259259259256
feature_block_1,centers_n24_d6_o0.375,kappa_2,2.0,fourier_M2,-0.358981866707822
feature_block_1,centers_n24_d6_o0.375,kappa_2,2.0,fourier_M4,-0.37053531285085756
feature_block_1,centers_n24_d6_o0.375,kappa_2,2.0,fourier_M6,-0.3686431071240859
feature_block_1,centers_n24_d6_o0.375,kappa_2,2.0,fourier_M8,-0.36553022386330725
feature_block_1,centers_n24_d6_o0.375,kappa_2,2.0,fourier_M12,-0.3899009499441204
feature_block_1,centers_n24_d6_o0.375,kappa_2,2.0,unweighted_mean_g,-0.3611111111111111
feature_block_1,centers_n24_d6_o0.375,kappa_2,2.0,density_weighted_mean_g,-0.3769250239996606
feature_block_1,centers_n24_d6_o0.375,kappa_2,2.0,mirror_even_mean_g,-0.3611111111111111
feature_block_1,centers_n24_d6_o0.375,kappa_6,6.0,fourier_M2,-0.4366351882184065
feature_block_1,centers_n24_d6_o0.375,kappa_6,6.0,fourier_M4,-0.4425197148925326
feature_block_1,centers_n24_d6_o0.375,kappa_6,6.0,fourier_M6,-0.444552340450724
feature_block_1,centers_n24_d6_o0.375,kappa_6,6.0,fourier_M8,-0.44165911816543507
feature_block_1,centers_n24_d6_o0.375,kappa_6,6.0,fourier_M12,-0.4693264025715823
feature_block_1,centers_n24_d6_o0.375,kappa_6,6.0,unweighted_mean_g,-0.43981481481481477
feature_block_1,centers_n24_d6_o0.375,kappa_6,6.0,density_weighted_mean_g,-0.45222060412466514
feature_block_1,centers_n24_d6_o0.375,kappa_6,6.0,mirror_even_mean_g,-0.4398148148148149
feature_block_1,centers_n24_d6_o0.375,kappa_9,9.0,fourier_M2,-0.3604491895919991
feature_block_1,centers_n24_d6_o0.375,kappa_9,9.0,fourier_M4,-0.36816518623651995
feature_block_1,centers_n24_d6_o0.375,kappa_9,9.0,fourier_M6,-0.3749926724795942
feature_block_1,centers_n24_d6_o0.375,kappa_9,9.0,fourier_M8,-0.36713953806048505
feature_block_1,centers_n24_d6_o0.375,kappa_9,9.0,fourier_M12,-0.3599173445375679
feature_block_1,centers_n24_d6_o0.375,kappa_9,9.0,unweighted_mean_g,-0.36111111111111105
feature_block_1,centers_n24_d6_o0.375,kappa_9,9.0,density_weighted_mean_g,-0.36885501776713153
feature_block_1,centers_n24_d6_o0.375,kappa_9,9.0,mirror_even_mean_g,-0.3611111111111111
feature_block_1,centers_n24_d6_o0.375,kappa_12,12.0,fourier_M2,-0.4130666701464273
feature_block_1,centers_n24_d6_o0.375,kappa_12,12.0,fourier_M4,-0.42996425448418046
feature_block_1,centers_n24_d6_o0.375,kappa_12,12.0,fourier_M6,-0.42813494897797916
feature_block_1,centers_n24_d6_o0.375,kappa_12,12.0,fourier_M8,-0.44747047567957077
feature_block_1,centers_n24_d6_o0.375,kappa_12,12.0,fourier_M12,-0.464065504238632
feature_block_1,centers_n24_d6_o0.375,kappa_12,12.0,unweighted_mean_g,-0.4166666666666667
feature_block_1,centers_n24_d6_o0.375,kappa_12,12.0,density_weighted_mean_g,-0.44736312963178243
feature_block_1,centers_n24_d6_o0.375,kappa_12,12.0,mirror_even_mean_g,-0.4166666666666667
feature_block_1,centers_n24_d6_o0.5,kappa_2,2.0,fourier_M2,-0.25773651112335383
feature_block_1,centers_n24_d6_o0.5,kappa_2,2.0,fourier_M4,-0.2540054643795278
feature_block_1,centers_n24_d6_o0.5,kappa_2,2.0,fourier_M6,-0.2568638789077749
feature_block_1,centers_n24_d6_o0.5,kappa_2,2.0,fourier_M8,-0.2505176478801684
feature_block_1,centers_n24_d6_o0.5,kappa_2,2.0,fourier_M12,-0.24815313964942012
feature_block_1,centers_n24_d6_o0.5,kappa_2,2.0,unweighted_mean_g,-0.25925925925925924
feature_block_1,centers_n24_d6_o0.5,kappa_2,2.0,density_weighted_mean_g,-0.2484375573981242
feature_block_1,centers_n24_d6_o0.5,kappa_2,2.0,mirror_even_mean_g,-0.2592592592592593
feature_block_1,centers_n24_d6_o0.5,kappa_6,6.0,fourier_M2,0.06879768181637178
feature_block_1,centers_n24_d6_o0.5,kappa_6,6.0,fourier_M4,0.061715833363813644
feature_block_1,centers_n24_d6_o0.5,kappa_6,6.0,fourier_M6,0.06121995650797617
feature_block_1,centers_n24_d6_o0.5,kappa_6,6.0,fourier_M8,0.06339634601743972
feature_block_1,centers_n24_d6_o0.5,kappa_6,6.0,fourier_M12,0.08154019570250601
feature_block_1,centers_n24_d6_o0.5,kappa_6,6.0,unweighted_mean_g,0.06944444444444445
feature_block_1,centers_n24_d6_o0.5,kappa_6,6.0,density_weighted_mean_g,0.06836541683403412
feature_block_1,centers_n24_d6_o0.5,kappa_6,6.0,mirror_even_mean_g,0.06944444444444445
feature_block_1,centers_n24_d6_o0.5,kappa_9,9.0,fourier_M2,-0.06468661667568092
feature_block_1,centers_n24_d6_o0.5,kappa_9,9.0,fourier_M4,-0.08173600367965327
feature_block_1,centers_n24_d6_o0.5,kappa_9,9.0,fourier_M6,-0.08461097812480226
feature_block_1,centers_n24_d6_o0.5,kappa_9,9.0,fourier_M8,-0.08243223985772356
feature_block_1,centers_n24_d6_o0.5,kappa_9,9.0,fourier_M12,-0.07456066015621826
feature_block_1,centers_n24_d6_o0.5,kappa_9,9.0,unweighted_mean_g,-0.06481481481481481
feature_block_1,centers_n24_d6_o0.5,kappa_9,9.0,density_weighted_mean_g,-0.07375252180646888
feature_block_1,centers_n24_d6_o0.5,kappa_9,9.0,mirror_even_mean_g,-0.06481481481481481
feature_block_1,centers_n24_d6_o0.5,kappa_12,12.0,fourier_M2,-0.010734673940865337
feature_block_1,centers_n24_d6_o0.5,kappa_12,12.0,fourier_M4,-0.02146989274758468
feature_block_1,centers_n24_d6_o0.5,kappa_12,12.0,fourier_M6,-0.018206551581805702
feature_block_1,centers_n24_d6_o0.5,kappa_12,12.0,fourier_M8,-0.012767621438428663
feature_block_1,centers_n24_d6_o0.5,kappa_12,12.0,fourier_M12,0.0045642970612775075
feature_block_1,centers_n24_d6_o0.5,kappa_12,12.0,unweighted_mean_g,-0.013888888888888907
feature_block_1,centers_n24_d6_o0.5,kappa_12,12.0,density_weighted_mean_g,-0.010996636277534324
feature_block_1,centers_n24_d6_o0.5,kappa_12,12.0,mirror_even_mean_g,-0.013888888888888883
feature_block_2,intervals_n24_d2_o0,kappa_2,2.0,fourier_M2,0.13433601759726857
feature_block_2,intervals_n24_d2_o0,kappa_2,2.0,fourier_M4,0.14278216250140735
feature_block_2,intervals_n24_d2_o0,kappa_2,2.0,fourier_M6,0.1453584868988686
feature_block_2,intervals_n24_d2_o0,kappa_2,2.0,fourier_M8,0.14892656695287276
feature_block_2,intervals_n24_d2_o0,kappa_2,2.0,fourier_M12,0.13818588542356042
feature_block_2,intervals_n24_d2_o0,kappa_2,2.0,unweighted_mean_g,0.13425925925925924
feature_block_2,intervals_n24_d2_o0,kappa_2,2.0,density_weighted_mean_g,0.1413240612589441
feature_block_2,intervals_n24_d2_o0,kappa_2,2.0,mirror_even_mean_g,0.13425925925925927
feature_block_2,intervals_n24_d2_o0,kappa_6,6.0,fourier_M2,0.6157820805886066
feature_block_2,intervals_n24_d2_o0,kappa_6,6.0,fourier_M4,0.6219869977980583
feature_block_2,intervals_n24_d2_o0,kappa_6,6.0,fourier_M6,0.6230089848449059
feature_block_2,intervals_n24_d2_o0,kappa_6,6.0,fourier_M8,0.6228331962535951
feature_block_2,intervals_n24_d2_o0,kappa_6,6.0,fourier_M12,0.6125543103907702
feature_block_2,intervals_n24_d2_o0,kappa_6,6.0,unweighted_mean_g,0.6203703703703703
feature_block_2,intervals_n24_d2_o0,kappa_6,6.0,density_weighted_mean_g,0.6176318706239581
feature_block_2,intervals_n24_d2_o0,kappa_6,6.0,mirror_even_mean_g,0.6203703703703703
feature_block_2,intervals_n24_d2_o0,kappa_9,9.0,fourier_M2,0.7194341027254096
feature_block_2,intervals_n24_d2_o0,kappa_9,9.0,fourier_M4,0.7306169597454504
feature_block_2,intervals_n24_d2_o0,kappa_9,9.0,fourier_M6,0.729467714653287
feature_block_2,intervals_n24_d2_o0,kappa_9,9.0,fourier_M8,0.7189032539161806
feature_block_2,intervals_n24_d2_o0,kappa_9,9.0,fourier_M12,0.7250880629241516
feature_block_2,intervals_n24_d2_o0,kappa_9,9.0,unweighted_mean_g,0.7222222222222222
feature_block_2,intervals_n24_d2_o0,kappa_9,9.0,density_weighted_mean_g,0.7257691761496076
feature_block_2,intervals_n24_d2_o0,kappa_9,9.0,mirror_even_mean_g,0.7222222222222222
feature_block_2,intervals_n24_d2_o0,kappa_12,12.0,fourier_M2,0.7287451753013792
feature_block_2,intervals_n24_d2_o0,kappa_12,12.0,fourier_M4,0.7443100816454443
feature_block_2,intervals_n24_d2_o0,kappa_12,12.0,fourier_M6,0.74090690849519
feature_block_2,intervals_n24_d2_o0,kappa_12,12.0,fourier_M8,0.737982865064202
feature_block_2,intervals_n24_d2_o0,kappa_12,12.0,fourier_M12,0.7191803451687344
feature_block_2,intervals_n24_d2_o0,kappa_12,12.0,unweighted_mean_g,0.7314814814814815
feature_block_2,intervals_n24_d2_o0,kappa_12,12.0,density_weighted_mean_g,0.7280542974527722
feature_block_2,intervals_n24_d2_o0,kappa_12,12.0,mirror_even_mean_g,0.7314814814814815
feature_block_2,intervals_n24_d3_o0,kappa_2,2.0,fourier_M2,0.10031393328726951
feature_block_2,intervals_n24_d3_o0,kappa_2,2.0,fourier_M4,0.10688879606933488
feature_block_2,intervals_n24_d3_o0,kappa_2,2.0,fourier_M6,0.10425884072965438
feature_block_2,intervals_n24_d3_o0,kappa_2,2.0,fourier_M8,0.09641388929398594
feature_block_2,intervals_n24_d3_o0,kappa_2,2.0,fourier_M12,0.10085228107104466
feature_block_2,intervals_n24_d3_o0,kappa_2,2.0,unweighted_mean_g,0.10185185185185186
feature_block_2,intervals_n24_d3_o0,kappa_2,2.0,density_weighted_mean_g,0.09716184463016712
feature_block_2,intervals_n24_d3_o0,kappa_2,2.0,mirror_even_mean_g,0.10185185185185186
feature_block_2,intervals_n24_d3_o0,kappa_6,6.0,fourier_M2,0.5549963163762655
feature_block_2,intervals_n24_d3_o0,kappa_6,6.0,fourier_M4,0.5659474451558828
feature_block_2,intervals_n24_d3_o0,kappa_6,6.0,fourier_M6,0.5651980350967337
feature_block_2,intervals_n24_d3_o0,kappa_6,6.0,fourier_M8,0.5576043761031184
feature_block_2,intervals_n24_d3_o0,kappa_6,6.0,fourier_M12,0.5480458421946135
feature_block_2,intervals_n24_d3_o0,kappa_6,6.0,unweighted_mean_g,0.5555555555555556
feature_block_2,intervals_n24_d3_o0,kappa_6,6.0,density_weighted_mean_g,0.5537944840130085
feature_block_2,intervals_n24_d3_o0,kappa_6,6.0,mirror_even_mean_g,0.5555555555555556
feature_block_2,intervals_n24_d3_o0,kappa_9,9.0,fourier_M2,0.7116847575865176
feature_block_2,intervals_n24_d3_o0,kappa_9,9.0,fourier_M4,0.7121069412865758
feature_block_2,intervals_n24_d3_o0,kappa_9,9.0,fourier_M6,0.7095191173919494
feature_block_2,intervals_n24_d3_o0,kappa_9,9.0,fourier_M8,0.6998461403539327
feature_block_2,intervals_n24_d3_o0,kappa_9,9.0,fourier_M12,0.7115690948744026
feature_block_2,intervals_n24_d3_o0,kappa_9,9.0,unweighted_mean_g,0.712962962962963
feature_block_2,intervals_n24_d3_o0,kappa_9,9.0,density_weighted_mean_g,0.7097704406406113
feature_block_2,intervals_n24_d3_o0,kappa_9,9.0,mirror_even_mean_g,0.712962962962963
feature_block_2,intervals_n24_d3_o0,kappa_12,12.0,fourier_M2,0.6731906725967347
feature_block_2,intervals_n24_d3_o0,kappa_12,12.0,fourier_M4,0.6787298046044581
feature_block_2,intervals_n24_d3_o0,kappa_12,12.0,fourier_M6,0.6811297581450955
feature_block_2,intervals_n24_d3_o0,kappa_12,12.0,fourier_M8,0.6769021450800969
feature_block_2,intervals_n24_d3_o0,kappa_12,12.0,fourier_M12,0.6616186578790425
feature_block_2,intervals_n24_d3_o0,kappa_12,12.0,unweighted_mean_g,0.675925925925926
feature_block_2,intervals_n24_d3_o0,kappa_12,12.0,density_weighted_mean_g,0.6692193924677261
feature_block_2,intervals_n24_d3_o0,kappa_12,12.0,mirror_even_mean_g,0.675925925925926
feature_block_2,intervals_n24_d4_o0,kappa_2,2.0,fourier_M2,-0.18592455106475994
feature_block_2,intervals_n24_d4_o0,kappa_2,2.0,fourier_M4,-0.1904248551189328
feature_block_2,intervals_n24_d4_o0,kappa_2,2.0,fourier_M6,-0.19178121696787365
feature_block_2,intervals_n24_d4_o0,kappa_2,2.0,fourier_M8,-0.19212803837868567
feature_block_2,intervals_n24_d4_o0,kappa_2,2.0,fourier_M12,-0.18201869602488469
feature_block_2,intervals_n24_d4_o0,kappa_2,2.0,unweighted_mean_g,-0.1851851851851852
feature_block_2,intervals_n24_d4_o0,kappa_2,2.0,density_weighted_mean_g,-0.18602586811988953
feature_block_2,intervals_n24_d4_o0,kappa_2,2.0,mirror_even_mean_g,-0.1851851851851852
feature_block_2,intervals_n24_d4_o0,kappa_6,6.0,fourier_M2,-0.10487147605822042
feature_block_2,intervals_n24_d4_o0,kappa_6,6.0,fourier_M4,-0.1200854250590609
feature_block_2,intervals_n24_d4_o0,kappa_6,6.0,fourier_M6,-0.1267424578981204
feature_block_2,intervals_n24_d4_o0,kappa_6,6.0,fourier_M8,-0.1353778713454606
feature_block_2,intervals_n24_d4_o0,kappa_6,6.0,fourier_M12,-0.12056480374793421
feature_block_2,intervals_n24_d4_o0,kappa_6,6.0,unweighted_mean_g,-0.10185185185185187
feature_block_2,intervals_n24_d4_o0,kappa_6,6.0,density_weighted_mean_g,-0.12578526112475455
feature_block_2,intervals_n24_d4_o0,kappa_6,6.0,mirror_even_mean_g,-0.10185185185185185
feature_block_2,intervals_n24_d4_o0,kappa_9,9.0,fourier_M2,-0.03355932943940572
feature_block_2,intervals_n24_d4_o0,kappa_9,9.0,fourier_M4,-0.026797716368354058
feature_block_2,intervals_n24_d4_o0,kappa_9,9.0,fourier_M6,-0.032183878274333104
feature_block_2,intervals_n24_d4_o0,kappa_9,9.0,fourier_M8,-0.02744028211328706
feature_block_2,intervals_n24_d4_o0,kappa_9,9.0,fourier_M12,0.0029933587515336485
feature_block_2,intervals_n24_d4_o0,kappa_9,9.0,unweighted_mean_g,-0.03240740740740741
feature_block_2,intervals_n24_d4_o0,kappa_9,9.0,density_weighted_mean_g,-0.01452552973842774
feature_block_2,intervals_n24_d4_o0,kappa_9,9.0,mirror_even_mean_g,-0.0324074074074074
feature_block_2,intervals_n24_d4_o0,kappa_12,12.0,fourier_M2,-0.09221749109794526
feature_block_2,intervals_n24_d4_o0,kappa_12,12.0,fourier_M4,-0.0926340603501743
feature_block_2,intervals_n24_d4_o0,kappa_12,12.0,fourier_M6,-0.09539141996786911
feature_block_2,intervals_n24_d4_o0,kappa_12,12.0,fourier_M8,-0.0981388048276435
feature_block_2,intervals_n24_d4_o0,kappa_12,12.0,fourier_M12,-0.09764119619009831
feature_block_2,intervals_n24_d4_o0,kappa_12,12.0,unweighted_mean_g,-0.09259259259259259
feature_block_2,intervals_n24_d4_o0,kappa_12,12.0,density_weighted_mean_g,-0.09680369486183046
feature_block_2,intervals_n24_d4_o0,kappa_12,12.0,mirror_even_mean_g,-0.0925925925925926
feature_block_2,intervals_n24_d5_o0,kappa_2,2.0,fourier_M2,-0.30388140631492466
feature_block_2,intervals_n24_d5_o0,kappa_2,2.0,fourier_M4,-0.3062747882960417
feature_block_2,intervals_n24_d5_o0,kappa_2,2.0,fourier_M6,-0.30457405327977194
