representation,profile,profile_family,source_family,acquisition_block,run_dir,offset_index,offset_radians,epsilon_level,sparse_realization,offset_group,count_retard,count_stay,count_advance,estimated_eps,unresolved_near_zero
centers_24_standard,unimodal_k9,unimodal_k9,stimulus_manifold,block_2,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block2_74b53d4dd97b\20260723T131309Z,33,2.746279632217894,na,na,g5,10,0,2,-0.49955582653966824,False
centers_24_standard,unimodal_k9,unimodal_k9,stimulus_manifold,block_2,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block2_74b53d4dd97b\20260723T131309Z,34,2.92640177655781,na,na,g5,5,0,7,-0.49990788115143264,False
centers_24_standard,unimodal_k9,unimodal_k9,stimulus_manifold,block_2,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block2_74b53d4dd97b\20260723T131309Z,35,3.060726315293831,na,na,g5,5,0,7,-0.4999664475874796,False
centers_24_standard,bimodal_equal_sep2_k6,bimodal_equal_sep2_k6,stimulus_manifold,block_2,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block2_74b53d4dd97b\20260723T131309Z,0,-3.060726315293831,na,na,g0,12,0,0,-0.41039929757922017,False
centers_24_standard,bimodal_equal_sep2_k6,bimodal_equal_sep2_k6,stimulus_manifold,block_2,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block2_74b53d4dd97b\20260723T131309Z,1,-2.92640177655781,na,na,g0,8,0,4,-0.3868266188834513,False
centers_24_standard,bimodal_equal_sep2_k6,bimodal_equal_sep2_k6,stimulus_manifold,block_2,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block2_74b53d4dd97b\20260723T131309Z,2,-2.746279632217894,na,na,g0,9,0,3,-0.326447401966084,False
centers_24_standard,bimodal_equal_sep2_k6,bimodal_equal_sep2_k6,stimulus_manifold,block_2,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block2_74b53d4dd97b\20260723T131309Z,3,-2.518873672395674,na,na,g0,10,0,2,-0.2231088521547176,False
centers_24_standard,bimodal_equal_sep2_k6,bimodal_equal_sep2_k6,stimulus_manifold,block_2,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block2_74b53d4dd97b\20260723T131309Z,4,-2.360717942934366,na,na,g0,11,0,1,-0.15166267816678386,False
centers_24_standard,bimodal_equal_sep2_k6,bimodal_equal_sep2_k6,stimulus_manifold,block_2,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block2_74b53d4dd97b\20260723T131309Z,5,-2.125472971056087,na,na,g0,12,0,0,-0.07030669414748097,False
centers_24_standard,bimodal_equal_sep2_k6,bimodal_equal_sep2_k6,stimulus_manifold,block_2,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block2_74b53d4dd97b\20260723T131309Z,6,-1.955683617054956,na,na,g1,11,0,1,-0.03474544544934183,False
centers_24_standard,bimodal_equal_sep2_k6,bimodal_equal_sep2_k6,stimulus_manifold,block_2,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block2_74b53d4dd97b\20260723T131309Z,7,-1.81130581486731,na,na,g1,12,0,0,-0.01674226533992823,False
centers_24_standard,bimodal_equal_sep2_k6,bimodal_equal_sep2_k6,stimulus_manifold,block_2,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block2_74b53d4dd97b\20260723T131309Z,8,-1.70513797996314,na,na,g1,11,0,1,-0.00814960555216565,False
centers_24_standard,bimodal_equal_sep2_k6,bimodal_equal_sep2_k6,stimulus_manifold,block_2,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block2_74b53d4dd97b\20260723T131309Z,9,-1.459132129739855,na,na,g1,12,0,0,0.0066351733957371595,False
centers_24_standard,bimodal_equal_sep2_k6,bimodal_equal_sep2_k6,stimulus_manifold,block_2,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block2_74b53d4dd97b\20260723T131309Z,10,-1.326501968991361,na,na,g1,12,0,0,0.017107295344351736,False
centers_24_standard,bimodal_equal_sep2_k6,bimodal_equal_sep2_k6,stimulus_manifold,block_2,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block2_74b53d4dd97b\20260723T131309Z,11,-1.193267876314604,na,na,g1,11,0,1,0.03359349209256779,False
centers_24_standard,bimodal_equal_sep2_k6,bimodal_equal_sep2_k6,stimulus_manifold,block_2,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block2_74b53d4dd97b\20260723T131309Z,12,-1.01205578829373,na,na,g2,12,0,0,0.07138951907725377,False
centers_24_standard,bimodal_equal_sep2_k6,bimodal_equal_sep2_k6,stimulus_manifold,block_2,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block2_74b53d4dd97b\20260723T131309Z,13,-0.815390451126862,na,na,g2,10,0,2,0.13748988868844836,False
centers_24_standard,bimodal_equal_sep2_k6,bimodal_equal_sep2_k6,stimulus_manifold,block_2,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block2_74b53d4dd97b\20260723T131309Z,14,-0.582253411155328,na,na,g2,1,0,11,0.24225836472461948,False
centers_24_standard,bimodal_equal_sep2_k6,bimodal_equal_sep2_k6,stimulus_manifold,block_2,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block2_74b53d4dd97b\20260723T131309Z,15,-0.424110634258503,na,na,g2,7,0,5,0.3144419763031323,False
centers_24_standard,bimodal_equal_sep2_k6,bimodal_equal_sep2_k6,stimulus_manifold,block_2,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block2_74b53d4dd97b\20260723T131309Z,16,-0.252363301580937,na,na,g2,3,0,9,0.3768064905935806,False
centers_24_standard,bimodal_equal_sep2_k6,bimodal_equal_sep2_k6,stimulus_manifold,block_2,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block2_74b53d4dd97b\20260723T131309Z,17,-0.126277469898986,na,na,g2,0,2,10,0.4047439319302504,False
centers_24_standard,bimodal_equal_sep2_k6,bimodal_equal_sep2_k6,stimulus_manifold,block_2,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block2_74b53d4dd97b\20260723T131309Z,18,0.126277469898986,na,na,g3,7,1,4,0.4047439319302506,False
centers_24_standard,bimodal_equal_sep2_k6,bimodal_equal_sep2_k6,stimulus_manifold,block_2,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block2_74b53d4dd97b\20260723T131309Z,19,0.252363301580937,na,na,g3,1,0,11,0.3768064905935803,False
centers_24_standard,bimodal_equal_sep2_k6,bimodal_equal_sep2_k6,stimulus_manifold,block_2,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block2_74b53d4dd97b\20260723T131309Z,20,0.424110634258503,na,na,g3,2,0,10,0.31444197630313186,False
centers_24_standard,bimodal_equal_sep2_k6,bimodal_equal_sep2_k6,stimulus_manifold,block_2,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block2_74b53d4dd97b\20260723T131309Z,21,0.582253411155328,na,na,g3,7,0,5,0.24225836472461926,False
centers_24_standard,bimodal_equal_sep2_k6,bimodal_equal_sep2_k6,stimulus_manifold,block_2,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block2_74b53d4dd97b\20260723T131309Z,22,0.815390451126862,na,na,g3,6,0,6,0.13748988868844825,False
centers_24_standard,bimodal_equal_sep2_k6,bimodal_equal_sep2_k6,stimulus_manifold,block_2,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block2_74b53d4dd97b\20260723T131309Z,23,1.01205578829373,na,na,g3,2,0,10,0.07138951907725355,False
centers_24_standard,bimodal_equal_sep2_k6,bimodal_equal_sep2_k6,stimulus_manifold,block_2,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block2_74b53d4dd97b\20260723T131309Z,24,1.193267876314604,na,na,g4,3,0,9,0.0335934920925679,False
centers_24_standard,bimodal_equal_sep2_k6,bimodal_equal_sep2_k6,stimulus_manifold,block_2,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block2_74b53d4dd97b\20260723T131309Z,25,1.326501968991361,na,na,g4,3,0,9,0.017107295344351625,False
centers_24_standard,bimodal_equal_sep2_k6,bimodal_equal_sep2_k6,stimulus_manifold,block_2,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block2_74b53d4dd97b\20260723T131309Z,26,1.459132129739855,na,na,g4,3,0,9,0.0066351733957371595,False
centers_24_standard,bimodal_equal_sep2_k6,bimodal_equal_sep2_k6,stimulus_manifold,block_2,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block2_74b53d4dd97b\20260723T131309Z,27,1.70513797996314,na,na,g4,3,0,9,-0.008149605552165595,False
centers_24_standard,bimodal_equal_sep2_k6,bimodal_equal_sep2_k6,stimulus_manifold,block_2,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block2_74b53d4dd97b\20260723T131309Z,28,1.81130581486731,na,na,g4,0,0,12,-0.01674226533992834,False
centers_24_standard,bimodal_equal_sep2_k6,bimodal_equal_sep2_k6,stimulus_manifold,block_2,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block2_74b53d4dd97b\20260723T131309Z,29,1.955683617054956,na,na,g4,1,0,11,-0.03474544544934183,False
centers_24_standard,bimodal_equal_sep2_k6,bimodal_equal_sep2_k6,stimulus_manifold,block_2,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block2_74b53d4dd97b\20260723T131309Z,30,2.125472971056087,na,na,g5,1,0,11,-0.07030669414748114,False
centers_24_standard,bimodal_equal_sep2_k6,bimodal_equal_sep2_k6,stimulus_manifold,block_2,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block2_74b53d4dd97b\20260723T131309Z,31,2.360717942934366,na,na,g5,0,0,12,-0.1516626781667842,False
centers_24_standard,bimodal_equal_sep2_k6,bimodal_equal_sep2_k6,stimulus_manifold,block_2,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block2_74b53d4dd97b\20260723T131309Z,32,2.518873672395674,na,na,g5,6,0,6,-0.22310885215471798,False
centers_24_standard,bimodal_equal_sep2_k6,bimodal_equal_sep2_k6,stimulus_manifold,block_2,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block2_74b53d4dd97b\20260723T131309Z,33,2.746279632217894,na,na,g5,4,0,8,-0.32644740196608396,False
centers_24_standard,bimodal_equal_sep2_k6,bimodal_equal_sep2_k6,stimulus_manifold,block_2,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block2_74b53d4dd97b\20260723T131309Z,34,2.92640177655781,na,na,g5,8,0,4,-0.3868266188834516,False
centers_24_standard,bimodal_equal_sep2_k6,bimodal_equal_sep2_k6,stimulus_manifold,block_2,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block2_74b53d4dd97b\20260723T131309Z,35,3.060726315293831,na,na,g5,8,1,3,-0.4103992975792202,False
centers_24_standard,antipodal_equal_k6,antipodal_equal_k6,stimulus_manifold,block_2,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block2_74b53d4dd97b\20260723T131309Z,0,-3.060726315293831,na,na,g0,0,12,0,0.0,False
centers_24_standard,antipodal_equal_k6,antipodal_equal_k6,stimulus_manifold,block_2,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block2_74b53d4dd97b\20260723T131309Z,1,-2.92640177655781,na,na,g0,0,9,3,1.1102230246251565e-16,False
centers_24_standard,antipodal_equal_k6,antipodal_equal_k6,stimulus_manifold,block_2,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block2_74b53d4dd97b\20260723T131309Z,2,-2.746279632217894,na,na,g0,0,11,1,0.0,False
centers_24_standard,antipodal_equal_k6,antipodal_equal_k6,stimulus_manifold,block_2,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block2_74b53d4dd97b\20260723T131309Z,3,-2.518873672395674,na,na,g0,0,10,2,0.0,False
centers_24_standard,antipodal_equal_k6,antipodal_equal_k6,stimulus_manifold,block_2,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block2_74b53d4dd97b\20260723T131309Z,4,-2.360717942934366,na,na,g0,0,9,3,0.0,False
centers_24_standard,antipodal_equal_k6,antipodal_equal_k6,stimulus_manifold,block_2,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block2_74b53d4dd97b\20260723T131309Z,5,-2.125472971056087,na,na,g0,0,12,0,1.1102230246251565e-16,False
centers_24_standard,antipodal_equal_k6,antipodal_equal_k6,stimulus_manifold,block_2,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block2_74b53d4dd97b\20260723T131309Z,6,-1.955683617054956,na,na,g1,0,11,1,-1.1102230246251565e-16,False
centers_24_standard,antipodal_equal_k6,antipodal_equal_k6,stimulus_manifold,block_2,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block2_74b53d4dd97b\20260723T131309Z,7,-1.81130581486731,na,na,g1,1,10,1,1.1102230246251565e-16,False
centers_24_standard,antipodal_equal_k6,antipodal_equal_k6,stimulus_manifold,block_2,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block2_74b53d4dd97b\20260723T131309Z,8,-1.70513797996314,na,na,g1,0,8,4,1.1102230246251565e-16,False
centers_24_standard,antipodal_equal_k6,antipodal_equal_k6,stimulus_manifold,block_2,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block2_74b53d4dd97b\20260723T131309Z,9,-1.459132129739855,na,na,g1,0,10,2,-2.220446049250313e-16,False
centers_24_standard,antipodal_equal_k6,antipodal_equal_k6,stimulus_manifold,block_2,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block2_74b53d4dd97b\20260723T131309Z,10,-1.326501968991361,na,na,g1,0,10,2,-5.551115123125783e-17,False
centers_24_standard,antipodal_equal_k6,antipodal_equal_k6,stimulus_manifold,block_2,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block2_74b53d4dd97b\20260723T131309Z,11,-1.193267876314604,na,na,g1,0,11,1,-2.220446049250313e-16,False
centers_24_standard,antipodal_equal_k6,antipodal_equal_k6,stimulus_manifold,block_2,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block2_74b53d4dd97b\20260723T131309Z,12,-1.01205578829373,na,na,g2,4,5,3,0.0,False
centers_24_standard,antipodal_equal_k6,antipodal_equal_k6,stimulus_manifold,block_2,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block2_74b53d4dd97b\20260723T131309Z,13,-0.815390451126862,na,na,g2,4,2,6,-5.551115123125783e-17,False
centers_24_standard,antipodal_equal_k6,antipodal_equal_k6,stimulus_manifold,block_2,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block2_74b53d4dd97b\20260723T131309Z,14,-0.582253411155328,na,na,g2,6,0,6,0.0,False
centers_24_standard,antipodal_equal_k6,antipodal_equal_k6,stimulus_manifold,block_2,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block2_74b53d4dd97b\20260723T131309Z,15,-0.424110634258503,na,na,g2,7,1,4,0.0,False
centers_24_standard,antipodal_equal_k6,antipodal_equal_k6,stimulus_manifold,block_2,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block2_74b53d4dd97b\20260723T131309Z,16,-0.252363301580937,na,na,g2,4,3,5,-5.551115123125783e-17,False
centers_24_standard,antipodal_equal_k6,antipodal_equal_k6,stimulus_manifold,block_2,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block2_74b53d4dd97b\20260723T131309Z,17,-0.126277469898986,na,na,g2,0,9,3,0.0,False
centers_24_standard,antipodal_equal_k6,antipodal_equal_k6,stimulus_manifold,block_2,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block2_74b53d4dd97b\20260723T131309Z,18,0.126277469898986,na,na,g3,0,10,2,0.0,False
centers_24_standard,antipodal_equal_k6,antipodal_equal_k6,stimulus_manifold,block_2,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block2_74b53d4dd97b\20260723T131309Z,19,0.252363301580937,na,na,g3,0,12,0,0.0,False
centers_24_standard,antipodal_equal_k6,antipodal_equal_k6,stimulus_manifold,block_2,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block2_74b53d4dd97b\20260723T131309Z,20,0.424110634258503,na,na,g3,0,11,1,0.0,False
centers_24_standard,antipodal_equal_k6,antipodal_equal_k6,stimulus_manifold,block_2,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block2_74b53d4dd97b\20260723T131309Z,21,0.582253411155328,na,na,g3,0,3,9,1.1102230246251565e-16,False
centers_24_standard,antipodal_equal_k6,antipodal_equal_k6,stimulus_manifold,block_2,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block2_74b53d4dd97b\20260723T131309Z,22,0.815390451126862,na,na,g3,0,12,0,1.1102230246251565e-16,False
centers_24_standard,antipodal_equal_k6,antipodal_equal_k6,stimulus_manifold,block_2,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block2_74b53d4dd97b\20260723T131309Z,23,1.01205578829373,na,na,g3,0,11,1,1.1102230246251565e-16,False
centers_24_standard,antipodal_equal_k6,antipodal_equal_k6,stimulus_manifold,block_2,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block2_74b53d4dd97b\20260723T131309Z,24,1.193267876314604,na,na,g4,0,11,1,0.0,False
centers_24_standard,antipodal_equal_k6,antipodal_equal_k6,stimulus_manifold,block_2,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block2_74b53d4dd97b\20260723T131309Z,25,1.326501968991361,na,na,g4,0,6,6,-5.551115123125783e-17,False
centers_24_standard,antipodal_equal_k6,antipodal_equal_k6,stimulus_manifold,block_2,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block2_74b53d4dd97b\20260723T131309Z,26,1.459132129739855,na,na,g4,0,8,4,0.0,False
centers_24_standard,antipodal_equal_k6,antipodal_equal_k6,stimulus_manifold,block_2,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block2_74b53d4dd97b\20260723T131309Z,27,1.70513797996314,na,na,g4,0,12,0,-1.1102230246251565e-16,False
centers_24_standard,antipodal_equal_k6,antipodal_equal_k6,stimulus_manifold,block_2,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block2_74b53d4dd97b\20260723T131309Z,28,1.81130581486731,na,na,g4,0,10,2,-1.1102230246251565e-16,False
centers_24_standard,antipodal_equal_k6,antipodal_equal_k6,stimulus_manifold,block_2,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block2_74b53d4dd97b\20260723T131309Z,29,1.955683617054956,na,na,g4,1,9,2,-3.3306690738754696e-16,False
centers_24_standard,antipodal_equal_k6,antipodal_equal_k6,stimulus_manifold,block_2,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block2_74b53d4dd97b\20260723T131309Z,30,2.125472971056087,na,na,g5,1,7,4,0.0,False
centers_24_standard,antipodal_equal_k6,antipodal_equal_k6,stimulus_manifold,block_2,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block2_74b53d4dd97b\20260723T131309Z,31,2.360717942934366,na,na,g5,3,8,1,0.0,False
centers_24_standard,antipodal_equal_k6,antipodal_equal_k6,stimulus_manifold,block_2,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block2_74b53d4dd97b\20260723T131309Z,32,2.518873672395674,na,na,g5,4,1,7,0.0,False
centers_24_standard,antipodal_equal_k6,antipodal_equal_k6,stimulus_manifold,block_2,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block2_74b53d4dd97b\20260723T131309Z,33,2.746279632217894,na,na,g5,3,4,5,0.0,False
centers_24_standard,antipodal_equal_k6,antipodal_equal_k6,stimulus_manifold,block_2,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block2_74b53d4dd97b\20260723T131309Z,34,2.92640177655781,na,na,g5,3,1,8,0.0,False
centers_24_standard,antipodal_equal_k6,antipodal_equal_k6,stimulus_manifold,block_2,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block2_74b53d4dd97b\20260723T131309Z,35,3.060726315293831,na,na,g5,0,5,7,0.0,False
centers_24_standard,asymmetric_w075_sep2_k6,asymmetric_w075_sep2_k6,stimulus_manifold,block_2,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block2_74b53d4dd97b\20260723T131309Z,0,-3.060726315293831,na,na,g0,0,0,12,-0.4251628039135454,False
centers_24_standard,asymmetric_w075_sep2_k6,asymmetric_w075_sep2_k6,stimulus_manifold,block_2,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block2_74b53d4dd97b\20260723T131309Z,1,-2.92640177655781,na,na,g0,4,0,8,-0.427560504540396,False
centers_24_standard,asymmetric_w075_sep2_k6,asymmetric_w075_sep2_k6,stimulus_manifold,block_2,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block2_74b53d4dd97b\20260723T131309Z,2,-2.746279632217894,na,na,g0,3,0,9,-0.4070351995806612,False
centers_24_standard,asymmetric_w075_sep2_k6,asymmetric_w075_sep2_k6,stimulus_manifold,block_2,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block2_74b53d4dd97b\20260723T131309Z,3,-2.518873672395674,na,na,g0,10,0,2,-0.35982721196940337,False
centers_24_standard,asymmetric_w075_sep2_k6,asymmetric_w075_sep2_k6,stimulus_manifold,block_2,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block2_74b53d4dd97b\20260723T131309Z,4,-2.360717942934366,na,na,g0,11,0,1,-0.3251054840365367,False
centers_24_standard,asymmetric_w075_sep2_k6,asymmetric_w075_sep2_k6,stimulus_manifold,block_2,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block2_74b53d4dd97b\20260723T131309Z,5,-2.125472971056087,na,na,g0,10,2,0,-0.28478069473487805,False
centers_24_standard,asymmetric_w075_sep2_k6,asymmetric_w075_sep2_k6,stimulus_manifold,block_2,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block2_74b53d4dd97b\20260723T131309Z,6,-1.955683617054956,na,na,g1,10,1,1,-0.2667559072351845,False
centers_24_standard,asymmetric_w075_sep2_k6,asymmetric_w075_sep2_k6,stimulus_manifold,block_2,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block2_74b53d4dd97b\20260723T131309Z,7,-1.81130581486731,na,na,g1,9,0,3,-0.25704706613080835,False
centers_24_standard,asymmetric_w075_sep2_k6,asymmetric_w075_sep2_k6,stimulus_manifold,block_2,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block2_74b53d4dd97b\20260723T131309Z,8,-1.70513797996314,na,na,g1,12,0,0,-0.2516565092153222,False
centers_24_standard,asymmetric_w075_sep2_k6,asymmetric_w075_sep2_k6,stimulus_manifold,block_2,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block2_74b53d4dd97b\20260723T131309Z,9,-1.459132129739855,na,na,g1,12,0,0,-0.2372967529671594,False
centers_24_standard,asymmetric_w075_sep2_k6,asymmetric_w075_sep2_k6,stimulus_manifold,block_2,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block2_74b53d4dd97b\20260723T131309Z,10,-1.326501968991361,na,na,g1,12,0,0,-0.22304283804604208,False
centers_24_standard,asymmetric_w075_sep2_k6,asymmetric_w075_sep2_k6,stimulus_manifold,block_2,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block2_74b53d4dd97b\20260723T131309Z,11,-1.193267876314604,na,na,g1,12,0,0,-0.1989709666909351,False
centers_24_standard,asymmetric_w075_sep2_k6,asymmetric_w075_sep2_k6,stimulus_manifold,block_2,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block2_74b53d4dd97b\20260723T131309Z,12,-1.01205578829373,na,na,g2,12,0,0,-0.14254380609209,False
centers_24_standard,asymmetric_w075_sep2_k6,asymmetric_w075_sep2_k6,stimulus_manifold,block_2,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block2_74b53d4dd97b\20260723T131309Z,13,-0.815390451126862,na,na,g2,12,0,0,-0.043152110990117676,False
centers_24_standard,asymmetric_w075_sep2_k6,asymmetric_w075_sep2_k6,stimulus_manifold,block_2,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block2_74b53d4dd97b\20260723T131309Z,14,-0.582253411155328,na,na,g2,8,0,4,0.11556178446561882,False
centers_24_standard,asymmetric_w075_sep2_k6,asymmetric_w075_sep2_k6,stimulus_manifold,block_2,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block2_74b53d4dd97b\20260723T131309Z,15,-0.424110634258503,na,na,g2,10,0,2,0.226949070224707,False
centers_24_standard,asymmetric_w075_sep2_k6,asymmetric_w075_sep2_k6,stimulus_manifold,block_2,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block2_74b53d4dd97b\20260723T131309Z,16,-0.252363301580937,na,na,g2,9,0,3,0.32835950580489903,False
centers_24_standard,asymmetric_w075_sep2_k6,asymmetric_w075_sep2_k6,stimulus_manifold,block_2,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block2_74b53d4dd97b\20260723T131309Z,17,-0.126277469898986,na,na,g2,12,0,0,0.38147933663521627,False
centers_24_standard,asymmetric_w075_sep2_k6,asymmetric_w075_sep2_k6,stimulus_manifold,block_2,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block2_74b53d4dd97b\20260723T131309Z,18,0.126277469898986,na,na,g3,12,0,0,0.4280085272252845,False
centers_24_standard,asymmetric_w075_sep2_k6,asymmetric_w075_sep2_k6,stimulus_manifold,block_2,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block2_74b53d4dd97b\20260723T131309Z,19,0.252363301580937,na,na,g3,9,0,3,0.4252534753822621,False
centers_24_standard,asymmetric_w075_sep2_k6,asymmetric_w075_sep2_k6,stimulus_manifold,block_2,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block2_74b53d4dd97b\20260723T131309Z,20,0.424110634258503,na,na,g3,12,0,0,0.4019348823815577,False
